Structure from extended XYZ

3200 atoms
2 atom types

0.0000000000 139.3709716797 xlo xhi
0.0000000000 120.6987927455 ylo yhi
0.0000000000 20.7558555603 zlo zhi
-69.6855019119 0.0000000000 0.0000000000 xy xz yz

Masses

1 51.996000 # Cr
2 126.904000 # I

Atoms # spin

222 1      78.9830168223       6.7019457885       6.9186187207  -0.319   0.912   0.259   3.000
223 1      75.4987419358      12.7368850637       6.9186187207  -0.980   0.093   0.178   3.000
224 1      72.0144664918      18.7718253045       6.9186187207  -0.353  -0.049  -0.934   3.000
225 1      68.5301916052      24.8067645797       6.9186187207  -0.979   0.135   0.154   3.000
226 1      65.0459156734      30.8417056653       6.9186187207  -0.826  -0.314   0.468   3.000
227 1      61.5616418322      36.8766431300       6.9186187207  -0.806   0.590  -0.046   3.000
228 1      58.0773659003      42.9115842157       6.9186187207  -0.410  -0.588  -0.698   3.000
229 1      54.5930920591      48.9465216804       6.9186187207   0.600  -0.470  -0.647   3.000
230 1      51.1088161273      54.9814627660       6.9186187207   0.069   0.934  -0.351   3.000
231 1      47.6245422860      61.0164002307       6.9186187207  -0.539  -0.797  -0.272   2.999
232 1      44.1402663542      67.0513413164       6.9186187207   0.903  -0.348  -0.254   3.000
233 1      40.6559904224      73.0862824021       6.9186187207   0.087  -0.360  -0.929   3.000
234 1      37.1717144905      79.1212234877       6.9186187207   0.320  -0.922  -0.216   3.000
235 1      33.6874385587      85.1561645734       6.9186187207  -0.298   0.756   0.582   3.000
236 1      30.2031668080      91.1910984171       6.9186187207   0.861   0.259  -0.437   3.000
237 1      26.7188908762      97.2260395028       6.9186187207   0.657   0.743  -0.129   3.000
238 1      23.2346149444     103.2609805884       6.9186187207   0.195  -0.055  -0.979   2.999
239 1      19.7503390126     109.2959216741       6.9186187207  -0.924   0.375   0.072   3.000
240 1      16.2660630807     115.3308627598       6.9186187207   0.336   0.743  -0.579   3.000
241 1      89.4358421744       0.6670061513       6.9186187207   0.746   0.493  -0.447   3.000
242 1      85.9515670788       6.7019457885       6.9186187207   0.537   0.842  -0.046   3.000
243 1      82.4672921922      12.7368850637       6.9186187207   0.026  -0.841  -0.541   3.000
244 1      78.9830167482      18.7718253045       6.9186187207   0.730   0.103   0.675   3.000
245 1      75.4987418617      24.8067645797       6.9186187207   0.802   0.178  -0.571   3.000
246 1      72.0144659298      30.8417056653       6.9186187207   0.784   0.607  -0.131   3.000
247 1      68.5301920886      36.8766431300       6.9186187207   0.013  -0.803   0.595   3.000
248 1      65.0459161568      42.9115842157       6.9186187207  -0.646  -0.749  -0.146   3.000
249 1      61.5616423155      48.9465216804       6.9186187207  -0.504   0.857   0.111   3.000
250 1      58.0773663837      54.9814627660       6.9186187207   0.800  -0.388   0.458   3.000
251 1      54.5930925424      61.0164002307       6.9186187207  -0.967   0.117  -0.228   3.000
252 1      51.1088166106      67.0513413164       6.9186187207   0.911  -0.397  -0.114   2.999
253 1      47.6245406788      73.0862824021       6.9186187207   0.284   0.950  -0.128   3.000
254 1      44.1402647470      79.1212234877       6.9186187207  -0.160  -0.189   0.969   2.999
255 1      40.6559888152      85.1561645734       6.9186187207   0.812  -0.425   0.401   3.000
256 1      37.1717170645      91.1910984171       6.9186187207  -0.791  -0.041   0.610   3.000
257 1      33.6874411326      97.2260395028       6.9186187207   0.071   0.518  -0.852   2.999
258 1      30.2031652008     103.2609805884       6.9186187207  -0.953  -0.166   0.254   3.000
259 1      26.7188892690     109.2959216741       6.9186187207   0.900   0.414   0.137   3.000
260 1      23.2346133372     115.3308627598       6.9186187207  -0.176  -0.546   0.819   3.000
261 1      96.4043924308       0.6670061513       6.9186187207  -0.727  -0.641  -0.246   3.000
262 1      92.9201173352       6.7019457885       6.9186187207   0.467   0.879   0.097   3.000
263 1      89.4358424487      12.7368850637       6.9186187207  -0.833  -0.186  -0.521   3.000
264 1      85.9515670046      18.7718253045       6.9186187207   0.927   0.175  -0.332   3.000
265 1      82.4672921181      24.8067645797       6.9186187207   0.610  -0.346  -0.713   3.000
266 1      78.9830161863      30.8417056653       6.9186187207   0.182  -0.429  -0.885   2.999
267 1      75.4987423450      36.8766431300       6.9186187207   0.168  -0.317  -0.933   3.000
268 1      72.0144664132      42.9115842157       6.9186187207  -0.584   0.652   0.484   3.001
269 1      68.5301925720      48.9465216804       6.9186187207  -0.163  -0.791  -0.590   3.000
270 1      65.0459166401      54.9814627660       6.9186187207   0.208   0.168   0.964   3.000
271 1      61.5616427989      61.0164002307       6.9186187207  -0.051  -0.987   0.150   3.000
272 1      58.0773668671      67.0513413164       6.9186187207   0.369   0.814   0.448   3.000
273 1      54.5930909352      73.0862824021       6.9186187207  -0.475  -0.560   0.679   3.001
274 1      51.1088150034      79.1212234877       6.9186187207   0.560  -0.790   0.250   3.000
275 1      47.6245390716      85.1561645734       6.9186187207  -0.314  -0.449  -0.836   3.000
276 1      44.1402673209      91.1910984171       6.9186187207  -0.580  -0.743  -0.335   3.000
277 1      40.6559913891      97.2260395028       6.9186187207  -0.657   0.743  -0.128   3.000
278 1      37.1717154573     103.2609805884       6.9186187207  -0.967   0.097   0.234   3.000
279 1      33.6874395254     109.2959216741       6.9186187207  -0.108   0.404   0.908   3.000
280 1      30.2031635936     115.3308627598       6.9186187207  -0.423   0.351   0.835   3.000
281 1     103.3729426872       0.6670061513       6.9186187207  -0.890  -0.257   0.377   3.000
282 1      99.8886675916       6.7019457885       6.9186187207   0.557  -0.710  -0.430   3.000
283 1      96.4043927051      12.7368850637       6.9186187207   0.152   0.078   0.985   3.000
